Event_id,cause_of_death,CartoDB_Cause_of_death,dataset,date,quarter,Date-month,Year,dead,missing,dead_and_missing,description,location,latitude,longitude,latlong,Somme Dedoublement,name,route,source,source_url
34282,drowned,drowning or exhaustion related death,United,2009-04-22T00:00:00Z,2Q2009,2009 -- 4,2009,0,0,35,"drowned, bodies found after shipwreck 250 km east of Aden (Yemen) on way from Somalia (Apr 22, 2009)",aden,12.8,45.033333,"12.8, 45.033333",55,"Event at Aden on Apr 22, 2009",,MUGAK/Can7/EFE/UNHCR/LR/GARA,
34284,frozen,drowning or exhaustion related death,United,2009-04-22T00:00:00Z,2Q2009,2009 -- 4,2009,0,0,2,"reportedly died of hypothermia, found by Spanish authorities in the Strait of Gibraltar (E) (Apr 22, 2009)",gibraltar,36.140751,-5.353585,"36.140751, -5.353585",107,"Event at Gibraltar on Apr 22, 2009",Western Mediteranean route,MUGAK/EFE/Diario de Navarra/PICUM/EHAR/NOB,
34281,unknown,unknown - supposedly exhaustion related death,Del grande,2009-04-22T00:00:00Z,2Q2009,2009 -- 4,2009,0,0,2,"Fished by the Spanish coastguard two dead bodies from the waters of the Strait of Gibraltar (Apr 23, 2009)",gibraltar,36.140751,-5.353585,"36.140751, -5.353585",107,"Event at Gibraltar on Apr 22, 2009",Western Mediteranean route,Diario de Navarra,http://www.diariodenavarra.es/20090424/nacional/encontrados-estrecho-cuerpos-dos-inmigrantes.html?not=2009042402575945&idnot=2009042402575945&dia=20090424&seccion=nacional&seccion2=sucesos&chnl=30
34285,drowned,drowning or exhaustion related death,United,2009-04-17T00:00:00Z,2Q2009,2009 -- 4,2009,0,0,1,"body found by Mauritanian guards on a boat near Nuadibu on way to Canary Islands (E) (Apr 17, 2009). From Del Grande's data set (translated): Rescued 27 miles from Nouadibou game boat from Senegal and direct the archipelago of the Canary Islands. A drowned (Apr 20, 2009)",nuadibu,20.942518,-17.036227,"20.942518, -17.036227",83,"Event at Nuadibu on Apr 17, 2009",Western African route,MUGAK/EFE/ElDia/Diario de Navarra,http://www.eldia.es/2009-04-20/CANARIAS/1-inmigrante-muere-costas-mauritanas-cuando-viajaba-Archipielago.htm
34286,drowned,drowning or exhaustion related death,United,2009-04-15T00:00:00Z,2Q2009,2009 -- 4,2009,1,0,1,"died during rescue operation, boat waited 4 days before to be allowed to reach Italian coasts  (Apr 15, 2009). From Del Grande's data set (translated): Relief from merchant turkish Pinar 140 emigrants wrecked in the Channel of Sicily. Operations in a Nigerian girl dies drowned 18-year old pregnant (Apr 16, 2009)",sicily,37.599994,14.015356,"37.599994, 14.015356",363,"Event at Sicily on Apr 15, 2009",Central Mediteranean route,MUGAK/TimesM/Diario de Navarra/Verdad/LR/PUN/VDG/LR/SIR/Deia/Nouvel Obs/Tisc/IlMess/LS/CDS/MOP/AFP/Migreurop/NOB,http://www.repubblica.it/2009/04/sezioni/cronaca/immigrati-5/reportage-21apr/reportage-21apr.html
34287,unknown,unknown - supposedly exhaustion related death,Del grande,2009-04-07T00:00:00Z,2Q2009,2009 -- 4,2009,0,0,3,"Relief from the fishing vessel Cesare Rustico Mazara, a boat full of migrants capsizes at sea. 3 missing, including a woman (Apr 8, 2009)",mazara,23.14632,58.825119,"23.14632, 58.825119",5,"Event at Mazara on Apr 07, 2009",,Ansa,http://www.lasiciliaweb.it/index.php?id=19875&template=lasiciliaweb
36504,unknown,unknown - supposedly exhaustion related death,,2009-04-07T00:00:00Z,2Q2009,2009 -- 4,2009,0,0,1,"Afghan dies in fight in Parisian squat. Moved to Paris after the shut down of Sangatte (Apr 7, 2009)",paris,48.856614,2.352222,"48.856614, 2.352222",30,"Event at Paris on Apr 07, 2009",Western Mediteranean route,Le Monde,http://abonnes.lemonde.fr/les-articles-du-monde/090407.html
34288,unknown,unknown - supposedly exhaustion related death,United,2009-04-05T00:00:00Z,2Q2009,2009 -- 4,2009,0,0,25,"missing after their boat sank 10 miles off Tarifa, Cadiz (E) on the way from Tanger (MA) (Apr 5, 2009)",tarifa,36.018776,-5.600819,"36.018776, -5.600819",492,"Event at Tarifa on Apr 05, 2009",Western Mediteranean route,ABC/MUGAK/EP/ELM/LV/EFE/Diario de Navarra /GARA/DNG/Verdad/ElDia/EPress/APDHA/ELC/MNS/NOB,
34289,fall,"violent accidental death (transport, blown in minefield...)",Del grande,2009-04-04T00:00:00Z,2Q2009,2009 -- 4,2009,0,0,1,"Found a corpse in the Channel Tunnel. The man died falling off the wagon of the train in which he was hiding to reach England (Apr 5, 2009)",england,52.355518,-1.17432,"52.355518, -1.17432",6,"Event at England on Apr 04, 2009",,Le Monde,http://www.lemonde.fr/web/depeches/0
34290,unknown,unknown - supposedly exhaustion related death,Del grande,2009-04-02T00:00:00Z,2Q2009,2009 -- 4,2009,0,0,2,"Boat with 76 passengers intercepted 60 miles south of Lampedusa, on board 2 corpses (Apr 3, 2009)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Apr 02, 2009",Central Mediteranean route,Apcom,http://www.apcom.net/newscronaca/20090403_140600_4d41667_59520.shtml
34293,drowned,drowning or exhaustion related death,United,2009-03-28T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,500,"missing after 3 boats sank due to stormy waters 30 km off LY on way from Tripoli (LY) to I  (Mar 28, 2009)",tripoli,32.876174,13.187507,"32.876174, 13.187507",1281,"Event at Tripoli on Mar 28, 2009",Central Mediteranean route,ABC/MUGAK/Deia/DiariodeNavarra/DNG/APDHA/Berria/LV/PerCat/AVU/DNA/DiarioVasco/Verdad/Raz/GARA/Can7/ELC/VDG/ELM/EP/Publico/DM/SP/AN/VK/CGIL/FE/LR/CDS/Unité/Euronews/ANSA/Migreurop/RF/FTCR/AEDH/NYtimes/IANS/UNHCR/GuardianUn./MNS/TW/Stuff/Mediapart/SBS/CF/Reu/Ya.N/Boston/PICUM/NOB,
34292,drowned,drowning or exhaustion related death,United,2009-03-28T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,300,"drowned, 21 bodies found, 3 boats sank due to stormy waters 30 km off LY on way to I  (Mar 28, 2009). From Del Grande's data set (translated): Fishing boat overloaded with migrants sinks off Biilal Janzur Said, a suburb of Tripoli, where he started three hours earlier. 20 bodies recovered, 210 missing at sea. In the same hour boat with 350 passengers rescued from the Italian tugboat Ace 22 (Mar 29, 2009)",tripoli,32.876174,13.187507,"32.876174, 13.187507",1281,"Event at Tripoli on Mar 28, 2009",Central Mediteranean route,ABC/MUGAK/Deia/DiariodeNavarra/DNG/APDHA/Berria/LV/PerCat/AVU/DNA/DiarioVasco/Verdad/Raz/GARA/Can7/ELC/VDG/ELM/EP/Publico/DM/SP/AN/VK/CGIL/FE/LR/CDS/Unité/Euronews/ANSA/Migreurop/RF/FTCR/AEDH/NYtimes/IANS/UNHCR/GuardianUn./MNS/TW/Stuff/Mediapart/SBS/CF/Reu/Ya.N/Boston/PICUM/PANOR/AP/AFP/NOB/BBC,http://www.rainews24.it/Notizia.asp?NewsId=112841
34291,car accident,"violent accidental death (transport, blown in minefield...)",Del grande,2009-03-28T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,1,"Iraqi hiding under a truck embarked on a greek ferry from Patras, dies crushed between the axles of the articulated (Mar 29, 2009)",patras,38.24664,21.734574,"38.24664, 21.734574",7,"Event at Patras on Mar 28, 2009",,Ansa,http://www.corriereadriatico.it/articolo.aspx?varget=C6D7C83123BAF5598766164BAC3D7082
34294,car accident,"violent accidental death (transport, blown in minefield...)",United,2009-03-28T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,1,"stowaway, dead under a Bulgarian lorry he hang on to pass the border in Ancona harbour (I) (Mar 28, 2009)",ancona,43.61583,13.518915,"43.61583, 13.518915",16,"Event at Ancona on Mar 28, 2009",,CDS/NOB,
34295,unknown,unknown - supposedly exhaustion related death,Del grande,2009-03-25T00:00:00Z,1Q2009,2009 -- 3,2009,14,0,14,"14 Nigerians die in the Algerian desert during the crossing of the Sahara. The news has spread by the Ambassador of Nigeria to Algiers (Mar 26, 2009)",algiers,36.752887,3.042048,"36.752887, 3.042048",39,"Event at Algiers on Mar 25, 2009",Western Mediteranean route,Nigerian Tribune,http://www.tribune.com.ng/26032009/news/news7.html
34296,car accident,"violent accidental death (transport, blown in minefield...)",United,2009-03-25T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,1,"asylum seeker was run over by a lorry in Venice harbor (I) reportedly trying to skip ID control (Mar 25, 2009). From Del Grande's data set (translated): Found dead in the port of Venice, migrants hidden in a trailer on the ferry Hellenic Master, who started from Greece, and was crushed by a bale of waste paper (Mar 26, 2009)",venice,45.440847,12.315515,"45.440847, 12.315515",13,"Event at Venice on Mar 25, 2009",,CDS/ANSA/AdnK/NOB,http://www.gazzettino.it/articolo.php?id=52225&sez=NORDEST
34297,unknown,unknown - supposedly exhaustion related death,United,2009-03-22T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,1,"found in Votanikos stream near Aliens Bureau in Athens (GR), stayed in coma for 3 months (Mar 22, 2009)",votanikos,37.982394,23.696198,"37.982394, 23.696198",2,"Event at Votanikos on Mar 22, 2009",Eastern Mediteranean route Sea,NR/IRR,
34299,unknown,unknown - supposedly exhaustion related death,United,2009-03-21T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,2,"missing when Spanish patrol transfered the passengers from their boat off Cabo de Gata (E) (Mar 21, 2009)",gata,38.77474,0.08519,"38.77474, 0.08519",52,"Event at Gata on Mar 21, 2009",Western Mediteranean route,MUGAK/EFE/PUB/NOB,
34298,unknown,unknown - supposedly exhaustion related death,Del grande,2009-03-21T00:00:00Z,1Q2009,2009 -- 3,2009,0,2,2,"Fall into the sea during a rescue operation in Cabo de Gata, Almeria. Two missing (Mar 22, 2009)",gata,38.77474,0.08519,"38.77474, 0.08519",52,"Event at Gata on Mar 21, 2009",Western Mediteranean route,Publico,http://www.publico.es/211773/buscan/ocupantes/patera/desaparecidos/caer/mar/rescate
34300,drowned,drowning or exhaustion related death,United,2009-03-18T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,67,"17 deaths, 50 missing, after shipwreck near to Sfax (TN) on the way from Libya to Italy (Mar 18, 2009). From Del Grande's data set (translated): Shipwreck on the route to Lampedusa off the coast of Sfax, not far from the island of Kerkennah. Recovered 17 corpses, at least 50 missing (Mar 20, 2009)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Mar 18, 2009",Central Mediteranean route,LS/FE/ANSA/Ach/AFP/LSW/NOB,http://www.lasiciliaweb.it/index.php?id=18895&template=lasiciliaweb
34301,died (presumably) from ill treatments,malicious intent related death / manslaughter,United,2009-03-18T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,1,"reportedly beaten on the Ponte Gallierra det. cr. Roma (I) after refusal of medical treatment (Mar 18, 2009)",roma,41.892916,12.48252,"41.892916, 12.48252",2,"Event at Roma on Mar 18, 2009",,CARTA/ElW,
34302,drowned,drowning or exhaustion related death,United,2009-03-16T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,1,"body washed ashore on the beach Linea de la Concepcion, Cadiz (E) (Mar 16, 2009). From Del Grande's data set (translated): Found the lifeless body of an immigrant drowned, along the beaches of La Lnea de la Concepcin (Mar 18, 2009)",cadiz,36.527061,-6.288596,"36.527061, -6.288596",185,"Event at Cadiz on Mar 16, 2009",Western Mediteranean route,MUGAK/DNA/SUR/PUB/EFE/ELM/NOB,http://www.diariosur.es/20090318/andalucia/localizado-cadaver-inmigrante-playa-20090318.html
34303,starved,drowning or exhaustion related death,United,2009-03-15T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,11,"died of thirst in the LY-Niger desert trying to reach I, left there by Libyan authorities (Mar 15, 2009)",libyan,26.3351,17.228331,"26.3351, 17.228331",1371,"Event at Libyan on Mar 15, 2009",Central Mediteranean route,NOB/LR,
34304,drowned,drowning or exhaustion related death,United,2009-03-07T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,12,"drowned, 1 died, 11 missing, wooden boat capsized 4 miles from Cabo de Palos (E) (Mar 7, 2009)",palos,37.22813,-6.890386,"37.22813, -6.890386",13,"Event at Palos on Mar 07, 2009",Western Mediteranean route,EP/Verdad/ELM/RAZ/MUGAK,
34305,bled to death due to barbed wire,other,Del grande,2009-03-06T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,1,"Young migrant stays attached to the network in mid-air with barbed wire border of Ceuta and bleeds to death (Mar 7, 2009)",ceuta,35.888384,-5.324636,"35.888384, -5.324636",213,"Event at Ceuta on Mar 06, 2009",Western Mediteranean route,Abc,http://www.abc.es/20090307/nacional-sucesos/muere-desangrado-subsahariano-quedar-20090307.html
34307,drowned,drowning or exhaustion related death,United,2009-03-05T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,34,"reportedly drowned, boat hit a rock between Anjouan (Comoros) and Mayotte (F) (Mar 5, 2009)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244",757,"Event at Mayotte on Mar 05, 2009",,Malango,
34306,drowned,drowning or exhaustion related death,United,2009-03-05T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,2,"drowned, boat hit a rock between Anjouan (Comoros) and Mayotte (F) (Mar 5, 2009)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244",757,"Event at Mayotte on Mar 05, 2009",,Malango,
34308,unknown,unknown - supposedly exhaustion related death,United,2009-03-03T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,2,"bodies found on a boat reportedly from LY 60 km off Lampedusa s Southern coast (I) (Mar 3, 2009)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Mar 03, 2009",Central Mediteranean route,ANSA/AVV/NOB,
34309,unknown,unknown - supposedly exhaustion related death,United,2009-02-28T00:00:00Z,1Q2009,2009 -- 2,2009,0,0,1,"manner of death unknown, body found in a ditch in Votanikos (GR), near the Aliens Bureau (Feb 28, 2009)",votanikos,37.982394,23.696198,"37.982394, 23.696198",2,"Event at Votanikos on Feb 28, 2009",Eastern Mediteranean route Sea,KI/IRR/MNS,
34310,unknown,unknown - supposedly exhaustion related death,Del grande,2009-02-24T00:00:00Z,1Q2009,2009 -- 2,2009,0,0,1,"He died an infant daughter of a Kurdish family in the slums along the A16, at Dunkirk, on the route to Dover, England (Feb 25, 2009)",dunkirk,51.03456,2.375202,"51.03456, 2.375202",3,"Event at Dunkirk on Feb 24, 2009",,Nord Littoral,http://www.millebabords.org/spip.php?article10500
34312,unknown,unknown - supposedly exhaustion related death,United,2009-02-20T00:00:00Z,1Q2009,2009 -- 2,2009,0,0,1,"died when vessel tried to land near Montril (E); 34 migrants survived (Feb 20, 2009)","montril, spain",36.748374,-3.516861,"36.748374, -3.516861",69,"Event at Montril, Spain on Feb 20, 2009",Western Mediteranean route,NOB/REU,
34311,unknown,unknown - supposedly exhaustion related death,Del grande,2009-02-20T00:00:00Z,1Q2009,2009 -- 2,2009,0,0,1,"A dead aboard a boat of 35 passengers intercepted 18 miles off the coast of Motril, Granada (Feb 21, 2009)",granada,37.177336,-3.598557,"37.177336, -3.598557",38,"Event at Granada on Feb 20, 2009",Western Mediteranean route,La Razn,http://www.larazon.es/noticia/un-muerto-entre-35-subsaharianos-llegados-en-patera
34314,unknown,unknown - supposedly exhaustion related death,United,2009-02-14T00:00:00Z,1Q2009,2009 -- 2,2009,0,0,1,"missing after boat crashed with a rock and sank 20 metres from Lanzarote s coast (E)  (Feb 14, 2009)",lanzarote,29.046854,-13.589973,"29.046854, -13.589973",74,"Event at Lanzarote on Feb 14, 2009",Western African route,Can7/ABC/Publico/ELM/DiariodeNoticias/Deia/EP/Raz/ELC/VDG/Verdad/ElDia/PerCat/LV/AVUI/SUR/GARA/DiariodeNavarra/DiarioVasco/DNG/Tribuna/SOS/PrensaLibre/SP/Canadian/CadSER/NYboat/MUGAK/ENAR/MSN/MAG/VOA/BostonH/DN/Migreurop/20Mf/WOL/MNS/STAMPA/Liberazione/AFP/NOB/VK,
34313,drowned,drowning or exhaustion related death,United,2009-02-14T00:00:00Z,1Q2009,2009 -- 2,2009,0,0,25,"drowned after boat crashed with a rock and sank 20 metres from Lanzarote s coast (E)  (Feb 14, 2009)",lanzarote,29.046854,-13.589973,"29.046854, -13.589973",74,"Event at Lanzarote on Feb 14, 2009",Western African route,Can7/ABC/Publico/ELM/DiariodeNoticias/Deia/EP/Raz/ELC/VDG/Verdad/ElDia/PerCat/LV/AVUI/SUR/GARA/DiariodeNavarra/DiarioVasco/DNG/Tribuna/SOS/PrensaLibre/SP/Canadian/CadSER/NYboat/MUGAK/ENAR/MSN/MAG/VOA/BostonH/DN/Migreurop/20Mf/WOL/MNS/STAMPA/Liberazione/AFP/NOB/VK,
34315,starved,drowning or exhaustion related death,United,2009-02-01T00:00:00Z,1Q2009,2009 -- 2,2009,0,0,3,"reportedly dehydration, died after 4 days without water or food in boat near Canary Isl. (E) (Feb 1, 2009). From Del Grande's data set (translated): Intercepted south of Gran Canaria island, a boat with 3 deaths on board (Feb 2, 2009)",canary,28.291564,-16.62913,"28.291564, -16.62913",1120,"Event at Canary on Feb 01, 2009",Western African route,ABC/EP/MUGAK/ELM/Diario de Navarra/SUR/Can7/ELC/Deia/Der Standard/AFP/NOB,http://www.elpais.com/articulo/espana/Rescatada/Canarias/barca/papeles/cadaveres/elpepiesp/20090203elpepinac_17/Tes
34179,drowned,drowning or exhaustion related death,United,2009-12-31T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,2,"feared drowned, missing after boat sank off Andalusia coast (E) (Dec 31, 2009)",andalusia,37.544271,-4.727753,"37.544271, -4.727753",30,"Event at Andalusia on Dec 31, 2009",Western Mediteranean route,LV,
34177,drowned,drowning or exhaustion related death,United,2009-12-31T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,13,"drowned, boat sank off Andalusia coast (E), 10 bodies found, 3 missing (Dec 31, 2009)",andalusia,37.544271,-4.727753,"37.544271, -4.727753",30,"Event at Andalusia on Dec 31, 2009",Western Mediteranean route,LV,
34178,drowned,drowning or exhaustion related death,United,2009-12-31T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,5,"drowned, shipwreck with 36 survivors, bodies found on Valencia coast (E) (Dec 31, 2009)",valencia,39.469908,-0.376288,"39.469908, -0.376288",6,"Event at Valencia on Dec 31, 2009",Western Mediteranean route,LV,
